id,indexed,hangul,ipa,POS,abs_freq,rel_freq
593,경쟁,경쟁,k jʌ ŋ tɕ ɛ ŋ,NNG,3905,0.024
594,구체__02,구체,k u tɕʰ ɛ,NNG,3904,0.024
596,제대로,제대로,tɕ ɛ t ɛ l o,MAG,3890,0.023
597,선택,선택,sʰ ʌ n tʰ ɛ k,NNG,3889,0.023
598,기본,기본,k i p o n,NNG,3884,0.023
600,비교__01,비교,p i k jo,NNG,3866,0.023
601,노동__03,노동,n o t o ŋ,NNG,3863,0.023
602,오후__02,오후,o h u,NNG,3857,0.023
603,체계__03,체계,tɕʰ ɛ k jɛ,NNG,3853,0.023
605,이상__12,이상,i sʰ ɑ ŋ,NNG,3846,0.023
606,방향__01,방향,p ɑ ŋ h ja ŋ,NNG,3829,0.023
606,추진__02,추진,tɕʰ u tɕ i n,NNG,3829,0.023
610,감독__02,감독,k ɑ m t o k,NNG,3814,0.023
612,제시__02,제시,tɕ ɛ sʰ i,NNG,3809,0.023
614,태도__03,태도,tʰ ɛ t o,NNG,3797,0.023
616,차이,차이,tɕʰ ɑ i,NNG,3785,0.023
617,교사__09,교사,k jo sʰ ɑ,NNG,3771,0.023
619,영국,영국,jʌ ŋ k u k,NNP,3761,0.023
620,둘,둘,t u l,NR,3759,0.023
621,기준,기준,k i tɕ u n,NNG,3756,0.023
621,그냥,그냥,k ɯ n ja ŋ,MAG,3756,0.023
623,걱정,걱정,k ʌ k tɕ* ʌ ŋ,NNG,3749,0.023
624,박,박,p ɑ k,NNP,3742,0.023
625,조건__02,조건,tɕ o k ʌ n,NNG,3737,0.023
625,스스로,스스로,sʰ ɯ sʰ ɯ l o,MAG,3737,0.023
628,실시__03,실시,sʰ i l sʰ i,NNG,3730,0.023
631,보도__04,보도,p o t o,NNG,3711,0.022
634,아무,아무,ɑ m u,MM,3700,0.022
635,발__01,발,p ɑ l,NNG,3699,0.022
637,전__08,전,tɕ ʌ n,MM,3692,0.022
638,달리,달리,t ɑ l l i,MAG,3690,0.022
639,인정__08,인정,i n tɕ ʌ ŋ,NNG,3685,0.022
640,분위기,분위기,p u n wi k i,NNG,3679,0.022
642,아무리,아무리,ɑ m u l i,MAG,3668,0.022
643,회장__07,회장,h wɛ tɕ ɑ ŋ,NNG,3666,0.022
645,밥__01,밥,p ɑ p,NNG,3646,0.022
646,노인__01,노인,n o i n,NNG,3639,0.022
647,처리__02,처리,tɕʰ ʌ l i,NNG,3638,0.022
648,판단,판단,pʰ ɑ n t ɑ n,NNG,3632,0.022
649,목적__03,목적,m o k tɕ* ʌ k,NNG,3629,0.022
650,저녁,저녁,tɕ ʌ n jʌ k,NNG,3626,0.022
651,음악__01,음악,ɯ m ɑ k,NNG,3613,0.022
652,전국__03,전국,tɕ ʌ n k u k,NNG,3608,0.022
653,차원__01,차원,tɕʰ ɑ wʌ n,NNG,3602,0.022
654,증가__01,증가,tɕ ɯ ŋ k ɑ,NNG,3600,0.022
655,할머니,할머니,h ɑ l m ʌ n i,NNG,3595,0.022
656,최고__02,최고,tɕʰ wɛ k o,NNG,3587,0.022
659,팀,팀,tʰ i m,NNG,3581,0.022
660,달러,달러,t ɑ l l ʌ,NNB,3559,0.021
661,음식,음식,ɯ m sʰ i k,NNG,3558,0.021
662,공동__02,공동,k o ŋ t o ŋ,NNG,3557,0.021
663,기분__01,기분,k i p u n,NNG,3552,0.021
664,업체,업체,ʌ p tɕʰ ɛ,NNG,3546,0.021
666,신경__04,신경,sʰ i n k jʌ ŋ,NNG,3541,0.021
667,훨씬,훨씬,h wʌ l s* i n,MAG,3533,0.021
668,대회__02,대회,t ɛ h wɛ,NNG,3531,0.021
668,눈물__01,눈물,n u n m u l,NNG,3531,0.021
670,운영__03,운영,u n jʌ ŋ,NNG,3530,0.021
672,모두__01,모두,m o t u,NNG,3529,0.021
673,우리나라,우리나라,u l i n ɑ l ɑ,NNG,3525,0.021
674,현대,현대,h jʌ n t ɛ,NNG,3524,0.021
674,현재__02,현재,h jʌ n tɕ ɛ,NNG,3524,0.021
674,대로,대로,t ɛ l o,NNB,3524,0.021
677,세력,세력,sʰ ɛ l jʌ k,NNG,3523,0.021
677,점__10,점,tɕ ʌ m,NNB,3523,0.021
679,자료__03,자료,tɕ ɑ l jo,NNG,3514,0.021
682,상품__03,상품,sʰ ɑ ŋ pʰ u m,NNG,3504,0.021
683,제공__04,제공,tɕ ɛ k o ŋ,NNG,3502,0.021
685,검찰__02,검찰,k ʌ m tɕʰ ɑ l,NNG,3500,0.021
686,차례__01,차례,tɕʰ ɑ l jɛ,NNG,3498,0.021
686,애__02,애,ɛ,NNG,3498,0.021
688,말씀,말씀,m ɑ l s* ɯ m,NNG,3495,0.021
689,프랑스,프랑스,pʰ ɯ l ɑ ŋ sʰ ɯ,NNP,3494,0.021
690,건설,건설,k ʌ n sʰ ʌ l,NNG,3480,0.021
692,사진__07,사진,sʰ ɑ tɕ i n,NNG,3468,0.021
694,딸__01,딸,t* ɑ l,NNG,3464,0.021
695,종교,종교,tɕ o ŋ k jo,NNG,3449,0.021
696,위원회,위원회,wi wʌ n h wɛ,NNG,3444,0.021
698,논리,논리,n o l l i,NNG,3436,0.021
699,이날,이날,i n ɑ l,NNG,3431,0.021
700,대중__02,대중,t ɛ tɕ u ŋ,NNG,3428,0.021
701,주민,주민,tɕ u m i n,NNG,3409,0.021
703,작용__01,작용,tɕ ɑ k jo ŋ,NNG,3406,0.021
705,권력__02,권력,k wʌ l l jʌ k,NNG,3405,0.021
707,평화__02,평화,pʰ jʌ ŋ h wa,NNG,3403,0.021
708,서비스,서비스,sʰ ʌ p i sʰ ɯ,NNG,3395,0.02
709,밑__01,밑,m i t,NNG,3393,0.02
710,경영__02,경영,k jʌ ŋ jʌ ŋ,NNG,3389,0.02
712,자식__01,자식,tɕ ɑ sʰ i k,NNG,3382,0.02
713,전문__08,전문,tɕ ʌ n m u n,NNG,3375,0.02
714,이,이,i,NNP,3373,0.02
715,원인__02,원인,wʌ n i n,NNG,3371,0.02
716,정권__04,정권,tɕ ʌ ŋ k wʌ n,NNG,3369,0.02
717,논의__02,논의,n o n ɰi,NNG,3363,0.02
718,잘못,잘못,tɕ ɑ l m o t,MAG,3354,0.02
720,아파트,아파트,ɑ pʰ ɑ tʰ ɯ,NNG,3348,0.02
721,늘,늘,n ɯ l,MAG,3346,0.02
722,당__14,당,t ɑ ŋ,NNG,3342,0.02
723,병원__02,병원,p jʌ ŋ wʌ n,NNG,3341,0.02
724,살,살,sʰ ɑ l,NNB,3338,0.02
726,적극,적극,tɕ ʌ k k* ɯ k,NNG,3336,0.02
727,잠__01,잠,tɕ ɑ m,NNG,3331,0.02
727,지난해,지난해,tɕ i n ɑ n h ɛ,NNG,3331,0.02
732,등장__01,등장,t ɯ ŋ tɕ ɑ ŋ,NNG,3300,0.02
734,기회__03,기회,k i h wɛ,NNG,3287,0.02
734,규정__04,규정,k ju tɕ ʌ ŋ,NNG,3287,0.02
734,건강__03,건강,k ʌ n k ɑ ŋ,NNG,3287,0.02
738,의료__02,의료,ɰi l jo,NNG,3284,0.02
739,대화__06,대화,t ɛ h wa,NNG,3276,0.02
740,요즘,요즘,jo tɕ ɯ m,NNG,3273,0.02
741,유럽,유럽,ju l ʌ p,NNP,3265,0.02
742,보호__01,보호,p o h o,NNG,3264,0.02
743,제품__02,제품,tɕ ɛ pʰ u m,NNG,3253,0.02
744,가정__06,가정,k ɑ tɕ ʌ ŋ,NNG,3252,0.02
745,결코,결코,k jʌ l kʰ o,MAG,3236,0.02
746,수사__18,수사,sʰ u sʰ ɑ,NNG,3228,0.019
746,조금,조금,tɕ o k ɯ m,MAG,3228,0.019
748,한편,한편,h ɑ n pʰ jʌ n,NNG,3224,0.019
749,수__26,수,sʰ u,NNG,3221,0.019
750,사태__06,사태,sʰ ɑ tʰ ɛ,NNG,3220,0.019
751,시기__04,시기,sʰ i k i,NNG,3214,0.019
751,의사__12,의사,ɰi sʰ ɑ,NNG,3214,0.019
754,외국__02,외국,wɛ k u k,NNG,3208,0.019
755,올해,올해,o l h ɛ,NNG,3203,0.019
756,감정__06,감정,k ɑ m tɕ ʌ ŋ,NNG,3194,0.019
757,의견__01,의견,ɰi k jʌ n,NNG,3193,0.019
758,아기__01,아기,ɑ k i,NNG,3190,0.019
760,오래,오래,o l ɛ,MAG,3179,0.019
761,담배,담배,t ɑ m p ɛ,NNG,3176,0.019
763,주로,주로,tɕ u l o,MAG,3165,0.019
764,다만,다만,t ɑ m ɑ n,MAG,3159,0.019
765,지식__02,지식,tɕ i sʰ i k,NNG,3157,0.019
766,그날,그날,k ɯ n ɑ l,NNG,3150,0.019
766,회담,회담,h wɛ t ɑ m,NNG,3150,0.019
766,간__x16,간,k ɑ n,NNG,3150,0.019
770,특별,특별,tʰ ɯ k p* jʌ l,NNG,3144,0.019
772,시설__03,시설,sʰ i sʰ ʌ l,NNG,3139,0.019
774,인생__01,인생,i n sʰ ɛ ŋ,NNG,3135,0.019
775,잠시,잠시,tɕ ɑ m sʰ i,MAG,3132,0.019
776,주인__01,주인,tɕ u i n,NNG,3130,0.019
776,배__02,배,p ɛ,NNG,3130,0.019
778,미래__02,미래,m i l ɛ,NNG,3119,0.019
779,국회,국회,k u kʰ wɛ,NNG,3113,0.019
781,아니,아니,ɑ n i,IC,3107,0.019
782,층__02,층,tɕʰ ɯ ŋ,NNG,3105,0.019
783,세__13,세,sʰ ɛ,NNB,3104,0.019
784,민주__02,민주,m i n tɕ u,NNG,3102,0.019
785,차지__01,차지,tɕʰ ɑ tɕ i,NNG,3101,0.019
787,이곳,이곳,i k o t,NP,3099,0.019
789,건물__03,건물,k ʌ n m u l,NNG,3095,0.019
791,질서__03,질서,tɕ i l sʰ ʌ,NNG,3079,0.019
794,성__07,성,sʰ ʌ ŋ,NNG,3072,0.019
795,혁명,혁명,h jʌ ŋ m jʌ ŋ,NNG,3071,0.019
796,언제나,언제나,ʌ n tɕ ɛ n ɑ,MAG,3066,0.019
797,자동차,자동차,tɕ ɑ t o ŋ tɕʰ ɑ,NNG,3065,0.019
797,그리__02,그리,k ɯ l i,MAG,3065,0.019
801,고통,고통,k o tʰ o ŋ,NNG,3040,0.018
804,어찌,어찌,ʌ tɕ* i,MAG,3033,0.018
805,통신__01,통신,tʰ o ŋ sʰ i n,NNG,3024,0.018
806,어린이,어린이,ʌ l i n i,NNG,3021,0.018
807,형식__01,형식,h jʌ ŋ sʰ i k,NNG,3019,0.018
807,분__01,분,p u n,NNB,3019,0.018
809,철학,철학,tɕʰ ʌ l h ɑ k,NNG,3016,0.018
810,고향__02,고향,k o h ja ŋ,NNG,3013,0.018
811,여전히,여전히,jʌ tɕ ʌ n h i,MAG,3009,0.018
812,불과,불과,p u l k wa,MAG,3007,0.018
813,세대__02,세대,sʰ ɛ t ɛ,NNG,3006,0.018
814,주변__04,주변,tɕ u p jʌ n,NNG,3004,0.018
815,행복__02,행복,h ɛ ŋ p o k,NNG,3003,0.018
816,개월,개월,k ɛ wʌ l,NNB,2993,0.018
818,각종,각종,k ɑ k tɕ* o ŋ,NNG,2991,0.018
819,신__09,신,sʰ i n,NNG,2987,0.018
821,셈,셈,sʰ ɛ m,NNB,2985,0.018
822,사실,사실,sʰ ɑ sʰ i l,MAG,2982,0.018
823,민중,민중,m i n tɕ u ŋ,NNG,2978,0.018
823,그래,그래,k ɯ l ɛ,IC,2978,0.018
825,약,약,ja k,MM,2977,0.018
828,식__04,식,sʰ i k,NNB,2962,0.018
830,오늘날,오늘날,o n ɯ l l ɑ l,NNG,2939,0.018
832,예정__02,예정,jɛ tɕ ʌ ŋ,NNG,2926,0.018
834,빛,빛,p i t,NNG,2923,0.018
835,공장__02,공장,k o ŋ tɕ ɑ ŋ,NNG,2922,0.018
836,보다,보다,p o t ɑ,MAG,2919,0.018
838,여행__02,여행,jʌ h ɛ ŋ,NNG,2910,0.018
839,반드시,반드시,p ɑ n t ɯ sʰ i,MAG,2902,0.018
840,지__02,지,tɕ i,NNB,2895,0.017
842,만__01,만,m ɑ n,NNB,2880,0.017
843,학문__02,학문,h ɑ ŋ m u n,NNG,2877,0.017
844,벌써,벌써,p ʌ l s* ʌ,MAG,2873,0.017
846,부족__01,부족,p u tɕ o k,NNG,2871,0.017
847,가격__03,가격,k ɑ k jʌ k,NNG,2864,0.017
848,영역__03,영역,jʌ ŋ jʌ k,NNG,2863,0.017
849,사고__12,사고,sʰ ɑ k o,NNG,2862,0.017
850,위험,위험,wi h ʌ m,NNG,2861,0.017
851,전망__03,전망,tɕ ʌ n m ɑ ŋ,NNG,2855,0.017
851,예상__02,예상,jɛ sʰ ɑ ŋ,NNG,2855,0.017
853,한편,한편,h ɑ n pʰ jʌ n,MAG,2851,0.017
854,활용,활용,h wa l jo ŋ,NNG,2847,0.017
854,그곳,그곳,k ɯ k o t,NP,2847,0.017
856,남북,남북,n ɑ m p u k,NNP,2844,0.017
857,농민,농민,n o ŋ m i n,NNG,2837,0.017
857,주체__02,주체,tɕ u tɕʰ ɛ,NNG,2837,0.017
859,현장__03,현장,h jʌ n tɕ ɑ ŋ,NNG,2834,0.017
866,실제로,실제로,sʰ i l tɕ ɛ l o,MAG,2801,0.017
867,집안__01,집안,tɕ i p ɑ n,NNG,2791,0.017
869,해방__05,해방,h ɛ p ɑ ŋ,NNG,2789,0.017
870,판매,판매,pʰ ɑ n m ɛ,NNG,2787,0.017
871,웃음,웃음,u sʰ ɯ m,NNG,2785,0.017
872,사장__15,사장,sʰ ɑ tɕ ɑ ŋ,NNG,2782,0.017
874,이익__02,이익,i i k,NNG,2779,0.017
876,안정__01,안정,ɑ n tɕ ʌ ŋ,NNG,2772,0.017
878,도움,도움,t o u m,NNG,2765,0.017
879,전__07,전,tɕ ʌ n,MM,2762,0.017
881,어른,어른,ʌ l ɯ n,NNG,2755,0.017
882,위치__01,위치,wi tɕʰ i,NNG,2747,0.017
883,연결__01,연결,jʌ n k jʌ l,NNG,2743,0.017
883,위기__01,위기,wi k i,NNG,2743,0.017
886,각각,각각,k ɑ k k* ɑ k,MAG,2742,0.017
887,강화__04,강화,k ɑ ŋ h wa,NNG,2737,0.017
888,질문,질문,tɕ i l m u n,NNG,2731,0.016
891,이전__03,이전,i tɕ ʌ n,NNG,2727,0.016
892,대책__03,대책,t ɛ tɕʰ ɛ k,NNG,2724,0.016
892,맛__01,맛,m ɑ t,NNG,2724,0.016
894,귀__01,귀,k wi,NNG,2723,0.016
895,치료,치료,tɕʰ i l jo,NNG,2720,0.016
896,회,회,h wɛ,NNB,2715,0.016
896,종합,종합,tɕ o ŋ h ɑ p,NNG,2715,0.016
898,호__14,호,h o,NNB,2713,0.016
899,그동안,그동안,k ɯ t o ŋ ɑ n,NNG,2712,0.016
900,냄새,냄새,n ɛ m sʰ ɛ,NNG,2709,0.016
902,과연__01,과연,k wa jʌ n,MAG,2703,0.016
902,원칙,원칙,wʌ n tɕʰ i k,NNG,2703,0.016
904,물건,물건,m u l k ʌ n,NNG,2699,0.016
907,빨리,빨리,p* ɑ l l i,MAG,2694,0.016
908,행사__01,행사,h ɛ ŋ sʰ ɑ,NNG,2692,0.016
909,외,외,wɛ,NNB,2690,0.016
910,동물,동물,t o ŋ m u l,NNG,2688,0.016
911,불안__01,불안,p u l ɑ n,NNG,2685,0.016
911,동네,동네,t o ŋ n ɛ,NNG,2685,0.016
914,비__01,비,p i,NNG,2678,0.016
915,전달__03,전달,tɕ ʌ n t ɑ l,NNG,2677,0.016
916,거래__02,거래,k ʌ l ɛ,NNG,2675,0.016
917,측면,측면,tɕʰ ɯ ŋ m jʌ n,NNG,2674,0.016
918,반__07,반,p ɑ n,NNG,2673,0.016
919,자세__02,자세,tɕ ɑ sʰ ɛ,NNG,2672,0.016
920,부담__01,부담,p u t ɑ m,NNG,2671,0.016
922,약속,약속,ja k s* o k,NNG,2668,0.016
923,소개__02,소개,sʰ o k ɛ,NNG,2666,0.016
924,독일,독일,t o k i l,NNP,2658,0.016
925,여름__01,여름,jʌ l ɯ m,NNG,2656,0.016
927,행정__01,행정,h ɛ ŋ tɕ ʌ ŋ,NNG,2642,0.016
927,듯이,듯이,t ɯ sʰ i,NNB,2642,0.016
929,제기__06,제기,tɕ ɛ k i,NNG,2640,0.016
930,사내__01,사내,sʰ ɑ n ɛ,NNG,2639,0.016
931,정리__09,정리,tɕ ʌ ŋ n i,NNG,2638,0.016
932,학년,학년,h ɑ ŋ n jʌ n,NNG,2637,0.016
932,겨울,겨울,k jʌ u l,NNG,2637,0.016
934,독립,독립,t o ŋ n i p,NNG,2633,0.016
935,제,제,tɕ ɛ,NP,2625,0.016
935,자주,자주,tɕ ɑ tɕ u,MAG,2625,0.016
937,개선__01,개선,k ɛ sʰ ʌ n,NNG,2622,0.016
938,단순__02,단순,t ɑ n sʰ u n,NNG,2619,0.016
939,편지__02,편지,pʰ jʌ n tɕ i,NNG,2618,0.016
940,인터넷,인터넷,i n tʰ ʌ n ɛ t,NNG,2617,0.016
940,우주__02,우주,u tɕ u,NNG,2617,0.016
942,옛날,옛날,jɛ n n ɑ l,NNG,2616,0.016
942,주요__01,주요,tɕ u jo,NNG,2616,0.016
944,그저,그저,k ɯ tɕ ʌ,MAG,2615,0.016
945,집중__02,집중,tɕ i p tɕ* u ŋ,NNG,2613,0.016
946,목표,목표,m o k pʰ jo,NNG,2612,0.016
947,전략__03,전략,tɕ ʌ l l ja k,NNG,2605,0.016
948,소비자,소비자,sʰ o p i tɕ ɑ,NNG,2602,0.016
949,거리__01,거리,k ʌ l i,NNG,2597,0.016
950,실천__01,실천,sʰ i l tɕʰ ʌ n,NNG,2596,0.016
950,흔히,흔히,h ɯ n h i,MAG,2596,0.016
952,그만,그만,k ɯ m ɑ n,MAG,2592,0.016
953,숨__01,숨,sʰ u m,NNG,2590,0.016
953,물질__02,물질,m u l tɕ i l,NNG,2590,0.016
955,다리__01,다리,t ɑ l i,NNG,2587,0.016
956,병__04,병,p jʌ ŋ,NNG,2574,0.016
957,반면__02,반면,p ɑ n m jʌ n,NNG,2573,0.016
959,남성__01,남성,n ɑ m sʰ ʌ ŋ,NNG,2569,0.016
961,고객__04,고객,k o k ɛ k,NNG,2564,0.015
962,완전히,완전히,wa n tɕ ʌ n h i,MAG,2559,0.015
962,값,값,k ɑ p,NNG,2559,0.015
964,말__11,말,m ɑ l,NNB,2552,0.015
965,해석__04,해석,h ɛ sʰ ʌ k,NNG,2551,0.015
967,중앙,중앙,tɕ u ŋ ɑ ŋ,NNG,2545,0.015
968,경기__11,경기,k jʌ ŋ k i,NNG,2543,0.015
968,갈등,갈등,k ɑ l t ɯ ŋ,NNG,2543,0.015
970,목__01,목,m o k,NNG,2537,0.015
971,창조__03,창조,tɕʰ ɑ ŋ tɕ o,NNG,2536,0.015
972,기존,기존,k i tɕ o n,NNG,2535,0.015
975,업무__02,업무,ʌ m m u,NNG,2528,0.015
976,후__07,후,h u,NNG,2524,0.015
976,피__02,피,pʰ i,NNG,2524,0.015
978,방안__01,방안,p ɑ ŋ ɑ n,NNG,2522,0.015
978,파악__01,파악,pʰ ɑ ɑ k,NNG,2522,0.015
980,주제__04,주제,tɕ u tɕ ɛ,NNG,2520,0.015
981,도입,도입,t o i p,NNG,2519,0.015
981,기계__07,기계,k i k jɛ,NNG,2519,0.015
983,확보__01,확보,h wa k p* o,NNG,2517,0.015
984,설치__02,설치,sʰ ʌ l tɕʰ i,NNG,2514,0.015
984,소련,소련,sʰ o l jʌ n,NNP,2514,0.015
987,손__02,손,sʰ o n,NNG,2511,0.015
989,직원__03,직원,tɕ i k wʌ n,NNG,2507,0.015
990,일단,일단,i l t ɑ n,MAG,2505,0.015
990,지속__01,지속,tɕ i sʰ o k,NNG,2505,0.015
992,버스__02,버스,p ʌ sʰ ɯ,NNG,2504,0.015
993,선수__05,선수,sʰ ʌ n sʰ u,NNG,2494,0.015
994,반응,반응,p ɑ n ɯ ŋ,NNG,2491,0.015
995,아,아,ɑ,IC,2490,0.015
996,독자__04,독자,t o k tɕ* ɑ,NNG,2486,0.015
998,벽__06,벽,p jʌ k,NNG,2485,0.015
999,요소__04,요소,jo sʰ o,NNG,2482,0.015
1000,해당__05,해당,h ɛ t ɑ ŋ,NNG,2475,0.015
1000,출신,출신,tɕʰ u l sʰ i n,NNG,2475,0.015
1002,관계자,관계자,k wa n k jɛ tɕ ɑ,NNG,2473,0.015
1003,아빠,아빠,ɑ p* ɑ,NNG,2471,0.015
1003,수입__02,수입,sʰ u i p,NNG,2471,0.015
1007,주인공,주인공,tɕ u i n k o ŋ,NNG,2458,0.015
1008,부__15,부,p u,NNG,2455,0.015
1009,보장__01,보장,p o tɕ ɑ ŋ,NNG,2451,0.015
1010,내부__04,내부,n ɛ p u,NNG,2445,0.015
1011,검토,검토,k ʌ m tʰ o,NNG,2444,0.015
1012,가득,가득,k ɑ t ɯ k,MAG,2443,0.015
1013,합의__01,합의,h ɑ p ɰi,NNG,2438,0.015
1014,재산,재산,tɕ ɛ sʰ ɑ n,NNG,2437,0.015
1015,상징,상징,sʰ ɑ ŋ tɕ i ŋ,NNG,2435,0.015
1015,서양,서양,sʰ ʌ ja ŋ,NNG,2435,0.015
1018,아마,아마,ɑ m ɑ,MAG,2432,0.015
1019,공개__02,공개,k o ŋ k ɛ,NNG,2430,0.015
1020,첫째,첫째,tɕʰ ʌ t tɕ* ɛ,NR,2426,0.015
1020,항상,항상,h ɑ ŋ sʰ ɑ ŋ,MAG,2426,0.015
1022,희망,희망,h ɰi m ɑ ŋ,NNG,2423,0.015
1023,방문__03,방문,p ɑ ŋ m u n,NNG,2421,0.015
1024,구속__02,구속,k u sʰ o k,NNG,2420,0.015
1025,제한__01,제한,tɕ ɛ h ɑ n,NNG,2415,0.015
1027,이때,이때,i t* ɛ,NNG,2413,0.015
1028,장면__04,장면,tɕ ɑ ŋ m jʌ n,NNG,2403,0.015
1028,특징,특징,tʰ ɯ k tɕ* i ŋ,NNG,2403,0.015
1028,아무,아무,ɑ m u,NP,2403,0.015
1034,그럼,그럼,k ɯ l ʌ m,MAJ,2383,0.014
1035,무대__06,무대,m u t ɛ,NNG,2381,0.014
1035,우려,우려,u l jʌ,NNG,2381,0.014
1037,그러므로,그러므로,k ɯ l ʌ m ɯ l o,MAJ,2379,0.014
1038,적용,적용,tɕ ʌ k jo ŋ,NNG,2374,0.014
1039,쌀,쌀,s* ɑ l,NNG,2372,0.014
1040,개방__04,개방,k ɛ p ɑ ŋ,NNG,2368,0.014
1041,점점,점점,tɕ ʌ m tɕ ʌ m,MAG,2364,0.014
1041,시험__03,시험,sʰ i h ʌ m,NNG,2364,0.014
1043,사정__07,사정,sʰ ɑ tɕ ʌ ŋ,NNG,2361,0.014
1045,아저씨,아저씨,ɑ tɕ ʌ s* i,NNG,2354,0.014
1046,근거,근거,k ɯ n k ʌ,NNG,2344,0.014
1047,박사__01,박사,p ɑ k s* ɑ,NNG,2340,0.014
1049,거부__02,거부,k ʌ p u,NNG,2338,0.014
1050,러시아,러시아,l ʌ sʰ i ɑ,NNP,2333,0.014
1051,이미지,이미지,i m i tɕ i,NNG,2331,0.014
1052,발달,발달,p ɑ l t ɑ l,NNG,2330,0.014
1053,부부__03,부부,p u p u,NNG,2329,0.014
1054,어깨__01,어깨,ʌ k* ɛ,NNG,2328,0.014
1055,둘째,둘째,t u l tɕ* ɛ,NR,2326,0.014
1055,시인__10,시인,sʰ i i n,NNG,2326,0.014
1058,배__09,배,p ɛ,NNG,2318,0.014
1059,군__05,군,k u n,NNG,2313,0.014
1059,별로,별로,p jʌ l l o,MAG,2313,0.014
1061,인류__01,인류,i l l ju,NNG,2311,0.014
1062,따위,따위,t* ɑ wi,NNB,2306,0.014
1063,문명__03,문명,m u n m jʌ ŋ,NNG,2300,0.014
1066,보험,보험,p o h ʌ m,NNG,2288,0.014
1067,왕__04,왕,wa ŋ,NNG,2287,0.014
1068,청년,청년,tɕʰ ʌ ŋ n jʌ n,NNG,2283,0.014
1071,부정__09,부정,p u tɕ ʌ ŋ,NNG,2280,0.014
1072,연극,연극,jʌ n k ɯ k,NNG,2279,0.014
1073,전문가,전문가,tɕ ʌ n m u n k ɑ,NNG,2277,0.014
1073,전개__02,전개,tɕ ʌ n k ɛ,NNG,2277,0.014
1073,정확__01,정확,tɕ ʌ ŋ h wa k,NNG,2277,0.014
1073,협상__01,협상,h jʌ p s* ɑ ŋ,NNG,2277,0.014
1077,선__14,선,sʰ ʌ n,NNG,2275,0.014
1079,이른바,이른바,i l ɯ n p ɑ,MAG,2266,0.014
1080,노동자,노동자,n o t o ŋ tɕ ɑ,NNG,2265,0.014
1081,실제__02,실제,sʰ i l tɕ ɛ,NNG,2260,0.014
1082,탓,탓,tʰ ɑ t,NNG,2257,0.014
1084,까닭,까닭,k* ɑ t ɑ k,NNG,2253,0.014
1085,조정__09,조정,tɕ o tɕ ʌ ŋ,NNG,2250,0.014
1086,구분__06,구분,k u p u n,NNG,2249,0.014
1087,텔레비전,텔레비전,tʰ ɛ l l ɛ p i tɕ ʌ n,NNG,2248,0.014
1088,추구__01,추구,tɕʰ u k u,NNG,2246,0.014
1088,아무런,아무런,ɑ m u l ʌ n,MM,2246,0.014
1090,공동체,공동체,k o ŋ t o ŋ tɕʰ ɛ,NNG,2244,0.014
1090,비용__03,비용,p i jo ŋ,NNG,2244,0.014
1093,그러면,그러면,k ɯ l ʌ m jʌ n,MAJ,2241,0.014
1094,영어,영어,jʌ ŋ ʌ,NNP,2239,0.014
1095,봄,봄,p o m,NNG,2238,0.014
1098,장__22,장,tɕ ɑ ŋ,NNB,2235,0.013
1098,핵,핵,h ɛ k,NNG,2235,0.013
1100,며칠,며칠,m jʌ tɕʰ i l,NNG,2232,0.013
1101,수행__02,수행,sʰ u h ɛ ŋ,NNG,2227,0.013
1102,상상__07,상상,sʰ ɑ ŋ sʰ ɑ ŋ,NNG,2225,0.013
1104,수출__03,수출,sʰ u tɕʰ u l,NNG,2222,0.013
1106,너무나,너무나,n ʌ m u n ɑ,MAG,2215,0.013
1106,초__03,초,tɕʰ o,NNB,2215,0.013
1109,의지__06,의지,ɰi tɕ i,NNG,2210,0.013
1110,한,한,h ɑ n,NNP,2208,0.013
1111,기사__10,기사,k i sʰ ɑ,NNG,2204,0.013
1113,근대__03,근대,k ɯ n t ɛ,NNG,2202,0.013
1113,지구__04,지구,tɕ i k u,NNG,2202,0.013
1115,한국인,한국인,h ɑ n k u k i n,NNG,2201,0.013
1115,기초__06,기초,k i tɕʰ o,NNG,2201,0.013
1117,투쟁,투쟁,tʰ u tɕ ɛ ŋ,NNG,2191,0.013
1118,새벽__01,새벽,sʰ ɛ p jʌ k,NNG,2187,0.013
1118,근본,근본,k ɯ n p o n,NNG,2187,0.013
1118,할아버지,할아버지,h ɑ l ɑ p ʌ tɕ i,NNG,2187,0.013
1121,공격__02,공격,k o ŋ k jʌ k,NNG,2185,0.013
1124,조치__04,조치,tɕ o tɕʰ i,NNG,2180,0.013
1125,주택,주택,tɕ u tʰ ɛ k,NNG,2179,0.013
1126,식사__03,식사,sʰ i k s* ɑ,NNG,2176,0.013
1127,진실__02,진실,tɕ i n sʰ i l,NNG,2175,0.013
1128,주위__02,주위,tɕ u wi,NNG,2173,0.013
1128,문장__02,문장,m u n tɕ ɑ ŋ,NNG,2173,0.013
1128,혐의,혐의,h jʌ m ɰi,NNG,2173,0.013
1131,감각__02,감각,k ɑ m k ɑ k,NNG,2171,0.013
1131,겨우,겨우,k jʌ u,MAG,2171,0.013
1133,여인__01,여인,jʌ i n,NNG,2166,0.013
1135,과제__04,과제,k wa tɕ ɛ,NNG,2162,0.013
1135,공연__02,공연,k o ŋ jʌ n,NNG,2162,0.013
